Acacia	Acalypha	Acanthaceae undiff.	Aciotis	Aegiphila	Alchornea	Allophylus	Alnus	Alternanthera	Amaranthaceae undiff.	Amaryllidaceae	Ambrosia	Anacardium	Anthodon	Apiaceae	Apocynaceae undiff.	Araliaceae undiff.	Arecaceae	Asteraceae subf. Asteroideae undiff.	Asteraceae subf. Cichorioideae	Banara	Begonia	Bignoniaceae undiff.	Blepharandra	Borreria	Brassicaceae	Brosimum	Bursera	Buxus	Byrsonima	Cactaceae	Caesalpinia	Caryocar	Caryodendron	Casearia	Cassia	Cayaponia	Cecropia	Celtis	Centropogon	Cissus	Combretum	Commiphora	Connarus	Convolvulaceae undiff.	Cordia	Croton	Cucurbitaceae undiff.	Cupania	Cyperaceae	Dalbergia	Dalea	Dendropanax	Dodonaea	Doliocarpus	Drymaria	Ericaceae undiff.	Eugenia	Euphorbiaceae undiff.	Fabaceae undiff.	Faramea	Ficus	Genipa	Gouania	Guettarda	Gustavia	Gymnanthes	Hedyosmum	Heisteria	Hevea	Hieronyma	Hymenaea	Hyptis	Ilex	Inga	Iresine	Juglans	Justicia	Lamiaceae undiff.	Lauraceae	Licania	Liliaceae	Lindernia	Liquidambar	Loranthaceae	Loxopterygium	Ludwigia	Machaerium	Malpighiaceae undiff.	Malvaceae subf. Bombacoideae	Malvaceae subf. Tilioideae undiff.	Malvaceae undiff.	Mandevilla	Maripa	Mecardonia	Melastomataceae undiff.	Meliaceae undiff.	Mimosa	Moraceae undiff.	Myrica	Myrsine	Myrtaceae undiff.	Olacaceae undiff.	Oxalidaceae	Passiflora	Paullinia	Peltogyne	Petiveria	Phyllanthus	Physalis	Picea	Pinus	Piper	Poaceae undiff.	Polygala	Polygonum	Portulacaceae	Prestonia	Protium	Psychotria	Pteridophyta	Pterocarpus	Quercus	Rheedia	Rubiaceae undiff.	Sabiaceae	Sagittaria	Salvia	Sapium	Sapotaceae	Schinus	Scoparia	Sebastiania	Serjania	Sicydium	Siparuna	Siphocampylus	Solanum	Spondias	Stemodia	Strychnos	Syngonium	Tabebuia	Tanaecium	Theobroma	Tournefortia	Tovomita	Toxicodendron	Trema	Trichanthera	Trichilia	Triplaris	Typha	Ulmus	Unknown (big-walled)	Unknown (type A)	Unknown (type C)	Unknown (type I)	Unknown (type II)	Unknown (type XX)	Unknown Z	Virola	Vismia	Vitex	Vitis	Zanthoxylum	Zea	aff. Astronium	aff. Casuarina	aff. Colubrina	aff. Dalechampia	aff. Fissicalyx	aff. Gaylussacia	aff. Malvaceae	aff. Melanoxylon	aff. Posoqueria	aff. Trichilia	aff. Triumfetta
					1		3				1							4			4	1			2	1		1	2		3							34	2					16		7	2		70				1				4		1		1	1			1						1		1										1		1		1	1				2			42		1	6	11		3										207		47			4				16		213			3			27					1				1	1							1							1											1		2												
							4			2								9			2			3			1				22	1						30				1	2	4	2	4			67								2								2		2																1				6	1							58		1	9	5						1						136		6		1	11				12		200						4	1									4														1											1											1			
							2			2	2	1						3			6	1		1	1						7							28						9		4			48								3		2												1	1	1									1	1		1		1				1				30		1	7	22				1								203		46	1		1				33		234			1		1	18					1															3															3	1	1												
1					1		3	1			2	2					1	4			6	5		1		3			4		15				2			82	1					27		3			77				3				4			4					3					1	1	1	2		2										1		6								133		1	5	12	2	1				1						374		69			8		2		18	1	345					1	31					1					3										5					2										4		18												
							4			1							2	7			6	4				2		1			6				2			32	2					14		4			61				4				1														2					1							1					3							47	1	1	3	7		3		1								119		35		2	4		2		7		136			2		2	14										1										1				1	1										2	1	1			1									
1							4			1								6			6					4	1				14				5			26	1				4	4	3	2			85							1											5			1				1									1				1	2							37		2	7	5	6	8										357		36			10		1		10		219						5	2									6							1			3				2	3										1	7													
										2								4			6	1		1			3		1		9							44						10		2	1		63				3			1	1	1		1	1										1	1	1												1		3	2							56	2		6	12				1								168		11		1	2				11		142						15									1											3				2		1									1		4												
							2				1							9			7	3							1		3	1						14						9	1	3			108				2				5															1	2		1												2	1							79	2	2	3	8		4		2		1						262		23			1				24		184			3			16									1											2												1			4		1										2		
										2	1							3			5	1			1						13				5		1	34						13		3			42								1			2					2						2	2	1												1		1	3			1				53			12	3		2		1								220		20		3	4				4		145						12										2										5																1	1			1									
							1	1										3			1	4			2		1				13				2			32						15		2			11								1													1			2			2	1						1					1							59			8	7	2	5										158		13		1	4		2		3		153					1	17										6															2										4		3												
					1		1			1								3			11	1		1			2		2		13							18						5		4			77				1																		3		2			1											1								81			6	9	1	1		1								283		16			1		1		23	2	212			2			18										2																											3												
									2	1	1							3			14	2							7		11				1			3						7		1			117				3				4			1												1	1				1							1				2							78		4	1	4	1					3						288		27					4		33		144						16									2																	1									3		6												
							3		1	2		1						6			2			1							10							37						7		1			131				4				1		1	2					3						1	2																							63			6	5												94		37			7		3		11		159			1			20										3										2															4	1	5												
							3				1							4			69			1							15			1				29						10		4			15				1			1			6								1				1					1																			49			8	2				1								250		3			1		6		45		172				1												12															7										1														
							1		3		1							7			38				1				2		6	1			1			9						11	1	3	1		80							2	3			2							1				1				1							1					7	1							86			1	2		3		1								334		8			1				31	1	223			1			11									1	4										1				1											1	1	4												
2							1	1			12	1						4			5	2							2		12							35	2					9		1			105				1				3				1										5	1					1					1												1	44		1	10	2						1						98		26		1	7		6		6		50			1			10					1					4										3				1											1	1	5			1									
							1	1	2	1								2			7								4		14							19						3		2			133				1				1								2						1				1		1										1	6							29		2	5	2	1	2		1								132		41					1		27		90						7	1									1										2															2	1	1												
	1						3			1											2			3		1		1			10	1			1			41	2					9		2			63				2				5				3						2			1																	3			1	1				56			3	2	5	3										103		14	1		3				3		124						17										2										8				3	1										1	2		4											
							1			1	2	1	1					3			3	3		1	2	3					4	1			1			43	1					11		1			70		2		1			1	5		1	3	2										1		2			1									1										51		1	17	1	1			3		1						39		22			1				4		103			1			23										2										6																1	2												
1							4		1									1			3	5									9							46						8		2	2		59				1				4	1		1					1						1		1			1									1			1							55		1	3	6	1	3										127		22			6				12		153			1			20										1							1			2				3											2	1	2			1									
1							5	3		2	1							5			3	2				2			1		6							32						2					75								2			2					1						3	2																3							35		1	8	4	2	4										80		51		1	4		2		5		83						14									2	3							1			5				1	1										2	1	2												
	1						2			4					1			2			3			3	3				1		8	1			3			47	1					8		2			27								2				2				6					1			1	2		2											1								43	1		2		3	5										90		13		1	1		2		2		92	2				3	20										1				1						7				1	2											2		1											
							2	1		1	1							2			4	5		1			1				8			1	2			37	1					14		4			83								5			2					1		1			1	1				1	1												1							36		2	11	2	1	2				1						93		36		1	1				17		86						21					1					4										6				1											1					2									
							2	1		1	15							1			9	2				3					4	1						51	1					5					111				3				2		1	2	3				3						3	1		1	2							1					2	2							50	1	4	6	3		3										8		29			2		2		4		40						8					1					3										6				3													3												
1	1						2			1	4				1			3			1				1	1					8				3			29	1					1	3	2			77				2				3				1												1		1												3								55			23	5	1	2		1								91		17	1		9		1		1		115					1	8						1			2	4										3																	5									1			
							4				7							4			5	1							1		5							39						12		1	1		68								2	1	1						3						1	1	2			1							2		1			1							62			8	4	1					1						126		19			3		2		9		102			1			18					1					3										5															3		1			2									
							4				1							6	1		5	1		3	2		1		7		3				1			24						3		2			65				3				3								3					1				1			1											12				1			45	2		12	7		1		4								207		34			1		9		13		172			2			13					1					2							1			3					1										2		8												
4							5		1	1	2							6							1	3	2		1		5				3			33	1					4		2			83				4			1	11														1	3	1	4								1	1			1	1	1			1				22	1	3	11	7	4	3		1		1						68		37		1			2		3	3	64						6	2				1				2	8										3				3			1										3			2									
1							13		1	2	2							12	2					1	1	4	5	1			9							46				1			1	1			56				2	2			2				2						3						1	1	1												4								39		1	22	11												53		9	1		1		3		2		161		1				5						1				5							1			3														1			3												
1										2								3			6	2		1	1	2			4		13				6			27	1					6		2			41		1		1				8	1		3	1				3						1	1				3	1										6	9							17			12	9				1								78		24			3		1		5		119			1			18	1				2					3										3																1	4			1									
6								2		1	3							11			6	1			2	2	2				9				7			28						6		1			92							1	15								2							1										1					1	2							34	1	2	4	10	2	2		1		1						116		21			2		2		5		158						14									4	1										1				2	3																								
1		1					2			1	1	1						2			4	4			4	1	1		4		9				4			23						6	1	4			74				1				7			4	2										2					2							1				6	2			2				22			4	12	1	1		1		2						115		22			1		3		11	2	139			1		1	13	2									3										1				1		1									2		6			1									
	1						2			3	5							11			8				4	2	1	1			13		2		2			41	3	2			2	7		2			80								1				2				1		5	4		5			1														5	6							38		2	17	7	1											77		10			2	1	4		7		114		1	3			6										9										3				1											4		3												
		1			1						2							10			3	1		4	4		1				7				11			36						10		2			99				4				21			1											2	1				1	4					1	1				6	1							28		3	3	8	1			2								119		11			3				7		173						11					1				1	4										3					2										1		5												
1		1			1		1				4							1			14	3			2		2		1		15	2			5			20						8		1			204				3				21								1											1										2	1	1							12		1	16	2		1										123		47			5		1		9	1	131						3									2	4										3				2	1										6		10			2									
2							1	1	2	1	2							7	1		12	1		1	2			3	1		12				2			23						8		1			166				2				24								1					1	1		1		1	1											1	3							16	1		20	2												126		35			2		1		7	1	103			1			11									4	8										1					1										2		4										1		
2							2	3			3							11	3		13			2			5				5							23			3			1		3			27								20		1								1			1					1								2	1			4	4							11		1	25	5		4										83		10			2		9		5		122				6												12																				1					10														
2							1											14			7	4			1						9	1			1			35					1	8	1	1			679								12					1								3			1			1											2	2							29	2		7	7	1	2				3						116		24		2	6		4		24		101			1		1	9									1	2							1							2													1												
